,timestamp,open,high,low,close,volume
0,2005-06-10T00:00:00+05:30,3640.05,3665.8,3585.8,3593.55,0
1,2005-06-13T00:00:00+05:30,3593.9,3648.4,3556.7,3642.9,0
2,2005-06-14T00:00:00+05:30,3649.05,3696.35,3637.7,3689.8,0
3,2005-06-15T00:00:00+05:30,3700.8,3703.75,3662.85,3683.85,0
4,2005-06-16T00:00:00+05:30,3684.4,3685.75,3607.2,3618.8,0
5,2005-06-17T00:00:00+05:30,3625.1,3627.45,3581.8,3595.8,0
6,2005-06-20T00:00:00+05:30,3600.9,3627.35,3518.95,3531.75,0
7,2005-06-21T00:00:00+05:30,3529.05,3587.1,3529.05,3577.5,0
8,2005-06-22T00:00:00+05:30,3578.65,3614.95,3546.95,3560.9,0
9,2005-06-23T00:00:00+05:30,3561.25,3614.9,3537.8,3610.1,0
10,2005-06-24T00:00:00+05:30,3612.0,3627.85,3571.9,3599.1,0
11,2005-06-27T00:00:00+05:30,3599.0,3620.35,3579.35,3596.5,0
12,2005-06-28T00:00:00+05:30,3616.75,3616.75,3547.85,3557.8,0
13,2005-06-29T00:00:00+05:30,3561.55,3590.75,3542.4,3586.65,0
14,2005-06-30T00:00:00+05:30,3585.55,3657.8,3585.55,3638.4,0
15,2005-07-01T00:00:00+05:30,3626.65,3704.35,3607.7,3678.9,0
16,2005-07-04T00:00:00+05:30,3684.05,3725.6,3684.05,3721.5,0
17,2005-07-05T00:00:00+05:30,3722.0,3749.55,3646.95,3702.05,0
18,2005-07-06T00:00:00+05:30,3701.8,3768.45,3701.8,3759.3,0
19,2005-07-07T00:00:00+05:30,3768.9,3796.9,3700.8,3721.15,0
20,2005-07-08T00:00:00+05:30,3726.55,3781.15,3726.55,3772.2,0
21,2005-07-11T00:00:00+05:30,3774.45,3855.95,3774.45,3844.95,0
22,2005-07-12T00:00:00+05:30,3854.4,3907.75,3835.05,3892.25,0
23,2005-07-13T00:00:00+05:30,3907.8,3927.55,3875.2,3897.55,0
24,2005-07-14T00:00:00+05:30,3900.5,3907.9,3832.55,3841.9,0
25,2005-07-15T00:00:00+05:30,3823.5,3845.7,3808.6,3834.85,0
26,2005-07-18T00:00:00+05:30,3837.45,3869.45,3835.95,3849.5,0
27,2005-07-19T00:00:00+05:30,3850.8,3885.8,3839.8,3877.75,0
28,2005-07-20T00:00:00+05:30,3888.8,3930.95,3883.25,3891.15,0
29,2005-07-21T00:00:00+05:30,3893.95,3926.9,3830.6,3847.85,0
30,2005-07-22T00:00:00+05:30,3854.95,3955.3,3823.85,3949.45,0
31,2005-07-25T00:00:00+05:30,3954.25,4124.65,3954.25,4105.25,0
32,2005-07-26T00:00:00+05:30,4087.1,4209.1,4049.95,4189.5,0
33,2005-07-27T00:00:00+05:30,4155.3,4329.95,4133.65,4298.0,0
34,2005-07-29T00:00:00+05:30,4267.95,4431.95,4224.35,4361.15,0
35,2005-08-01T00:00:00+05:30,4349.6,4364.1,4272.65,4336.0,0
36,2005-08-02T00:00:00+05:30,4329.45,4367.25,4304.2,4320.0,0
37,2005-08-03T00:00:00+05:30,4325.55,4370.5,4304.0,4316.0,0
38,2005-08-04T00:00:00+05:30,4366.5,4367.2,4281.15,4297.35,0
39,2005-08-05T00:00:00+05:30,4270.25,4349.05,4262.85,4277.15,0
40,2005-08-08T00:00:00+05:30,4359.05,4359.05,4101.8,4117.25,0
41,2005-08-09T00:00:00+05:30,4126.35,4173.55,4071.95,4110.85,0
42,2005-08-10T00:00:00+05:30,4119.85,4223.05,4119.85,4213.1,0
43,2005-08-11T00:00:00+05:30,4219.5,4317.1,4200.45,4265.25,0
44,2005-08-12T00:00:00+05:30,4269.9,4303.15,4249.65,4263.25,0
45,2005-08-16T00:00:00+05:30,4264.55,4277.45,4201.45,4213.0,0
46,2005-08-17T00:00:00+05:30,4219.5,4244.9,4181.55,4224.55,0
47,2005-08-18T00:00:00+05:30,4228.65,4317.1,4201.2,4222.75,0
48,2005-08-19T00:00:00+05:30,4228.5,4234.9,4167.55,4174.9,0
49,2005-08-22T00:00:00+05:30,4196.75,4212.2,4097.9,4113.15,0
50,2005-08-23T00:00:00+05:30,4118.85,4142.3,4024.85,4036.05,0
51,2005-08-24T00:00:00+05:30,4037.9,4053.45,3952.5,4014.2,0
52,2005-08-25T00:00:00+05:30,4020.55,4048.45,3985.35,4038.05,0
53,2005-08-26T00:00:00+05:30,4038.5,4076.75,4015.95,4042.25,0
54,2005-08-29T00:00:00+05:30,4042.85,4043.5,3958.3,3981.2,0
55,2005-08-30T00:00:00+05:30,3983.65,4065.0,3983.65,4046.4,0
56,2005-08-31T00:00:00+05:30,4048.65,4067.55,4034.15,4062.6,0
57,2005-09-01T00:00:00+05:30,4063.85,4111.15,4054.55,4064.65,0
58,2005-09-02T00:00:00+05:30,4075.8,4104.9,4038.9,4089.45,0
59,2005-09-05T00:00:00+05:30,4096.35,4147.45,4096.35,4129.35,0
60,2005-09-06T00:00:00+05:30,4212.95,4212.95,4131.8,4169.1,0
61,2005-09-08T00:00:00+05:30,4173.85,4224.15,4172.3,4222.05,0
62,2005-09-09T00:00:00+05:30,4225.15,4334.2,4189.4,4314.15,0
63,2005-09-12T00:00:00+05:30,4318.8,4369.2,4311.45,4363.15,0
64,2005-09-13T00:00:00+05:30,4361.05,4417.55,4330.2,4408.05,0
65,2005-09-14T00:00:00+05:30,4401.75,4473.6,4373.05,4424.8,0
66,2005-09-15T00:00:00+05:30,4437.05,4458.4,4421.75,4452.3,0
67,2005-09-16T00:00:00+05:30,4488.7,4497.5,4426.7,4485.15,0
68,2005-09-19T00:00:00+05:30,4487.25,4550.45,4474.6,4538.0,0
69,2005-09-20T00:00:00+05:30,4531.7,4630.9,4474.25,4612.0,0
70,2005-09-21T00:00:00+05:30,4599.75,4641.25,4477.65,4568.15,0
71,2005-09-22T00:00:00+05:30,4562.8,4571.9,4391.4,4420.25,0
72,2005-09-23T00:00:00+05:30,4409.1,4451.65,4295.6,4397.95,0
73,2005-09-26T00:00:00+05:30,4407.55,4495.8,4406.5,4486.45,0
74,2005-09-27T00:00:00+05:30,4446.25,4572.45,4446.25,4549.5,0
75,2005-09-28T00:00:00+05:30,4550.8,4611.2,4544.4,4604.05,0
76,2005-09-29T00:00:00+05:30,4485.0,4619.8,4485.0,4600.05,0
77,2005-09-30T00:00:00+05:30,4598.3,4667.95,4538.15,4622.1,0
78,2005-10-03T00:00:00+05:30,4639.15,4673.4,4608.7,4622.4,0
79,2005-10-04T00:00:00+05:30,4624.9,4704.45,4623.2,4692.85,0
80,2005-10-05T00:00:00+05:30,4678.85,4703.85,4588.55,4601.45,0
81,2005-10-06T00:00:00+05:30,4597.45,4597.45,4448.35,4465.25,0
82,2005-10-07T00:00:00+05:30,4459.3,4487.4,4354.05,4414.25,0
83,2005-10-10T00:00:00+05:30,4415.9,4473.3,4357.85,4370.8,0
84,2005-10-11T00:00:00+05:30,4378.05,4497.1,4303.65,4489.4,0
85,2005-10-13T00:00:00+05:30,4490.15,4530.05,4370.4,4390.7,0
86,2005-10-14T00:00:00+05:30,4399.25,4415.5,4259.8,4274.85,0
87,2005-10-17T00:00:00+05:30,4293.45,4306.95,4208.1,4271.6,0
88,2005-10-18T00:00:00+05:30,4280.9,4331.2,4200.0,4233.45,0
89,2005-10-19T00:00:00+05:30,4208.3,4208.3,4112.8,4152.9,0
90,2005-10-20T00:00:00+05:30,4179.05,4248.25,4027.05,4077.95,0
91,2005-10-21T00:00:00+05:30,4107.1,4139.75,4026.75,4132.15,0
92,2005-10-24T00:00:00+05:30,4136.8,4165.5,4033.4,4049.15,0
93,2005-10-25T00:00:00+05:30,4056.1,4143.7,4041.05,4120.9,0
94,2005-10-26T00:00:00+05:30,4120.2,4147.25,4099.3,4128.55,0
95,2005-10-27T00:00:00+05:30,4129.25,4141.25,3919.35,3944.2,0
96,2005-10-28T00:00:00+05:30,3945.2,3945.2,3858.05,3876.55,0
97,2005-10-31T00:00:00+05:30,3907.3,4015.7,3888.9,4003.85,0
98,2005-11-01T00:00:00+05:30,4049.8,4069.75,4003.7,4025.25,0
99,2005-11-02T00:00:00+05:30,4024.0,4040.1,3959.7,4014.65,0
100,2005-11-07T00:00:00+05:30,4013.85,4065.05,3990.9,4032.8,0
101,2005-11-08T00:00:00+05:30,4042.3,4106.1,4042.3,4076.95,0
102,2005-11-09T00:00:00+05:30,4088.5,4139.65,4059.55,4094.7,0
103,2005-11-10T00:00:00+05:30,4095.95,4131.75,4069.7,4081.4,0
104,2005-11-11T00:00:00+05:30,4082.8,4174.0,4082.8,4165.3,0
105,2005-11-14T00:00:00+05:30,4170.6,4274.1,4170.6,4259.7,0
106,2005-11-16T00:00:00+05:30,4269.2,4333.2,4269.2,4318.85,0
107,2005-11-17T00:00:00+05:30,4330.55,4387.4,4293.85,4380.35,0
