iter	Accuracy	MultiClass
274	0.8141802068	0.5143006664
275	0.8135893648	0.5140334784
276	0.8141802068	0.5134460498
277	0.8141802068	0.5128573209
278	0.8144756278	0.5126529266
279	0.8144756278	0.512451089
280	0.8150664697	0.5119587393
281	0.8150664697	0.5115203271
282	0.8150664697	0.5108725408
283	0.8153618907	0.5100044705
284	0.8153618907	0.5096939143
285	0.8153618907	0.5093706469
286	0.8153618907	0.5091384194
287	0.8153618907	0.5088221279
288	0.8156573117	0.5081606113
289	0.8156573117	0.5074877816
290	0.8171344165	0.5071401471
291	0.8171344165	0.5064840353
292	0.8174298375	0.5062564336
293	0.8174298375	0.5059992753
294	0.8174298375	0.5054261398
295	0.8174298375	0.5047874734
296	0.8171344165	0.5045933217
297	0.8177252585	0.5040969307
298	0.8183161004	0.5036761834
299	0.8183161004	0.503299468
300	0.8183161004	0.5027248066
301	0.8183161004	0.5023109758
302	0.8183161004	0.5018748759
303	0.8183161004	0.5017113459
304	0.8183161004	0.5014865853
305	0.8186115214	0.5011777705
306	0.8186115214	0.5007934468
307	0.8183161004	0.5005827585
308	0.8186115214	0.5002074521
309	0.8189069424	0.4999299196
310	0.8189069424	0.4996133551
311	0.8189069424	0.4994590036
312	0.8194977843	0.4988516445
313	0.8194977843	0.4986719163
314	0.8197932053	0.498367071
315	0.8203840473	0.4973268284
316	0.8203840473	0.4971260563
317	0.8203840473	0.496714658
318	0.8203840473	0.4963867323
319	0.8206794682	0.4962398826
320	0.8203840473	0.4960252919
321	0.8206794682	0.4956935551
322	0.8209748892	0.4953862354
323	0.8209748892	0.4951870852
324	0.8206794682	0.4950180514
325	0.8206794682	0.4948429509
326	0.8218611521	0.4941594308
327	0.8221565731	0.4939407639
328	0.8227474151	0.4933028106
329	0.8227474151	0.4930656226
330	0.8227474151	0.4928449945
331	0.8227474151	0.4925041173
332	0.8227474151	0.49204293
333	0.823042836	0.491871065
334	0.823042836	0.4915998291
335	0.823338257	0.4913360584
336	0.823338257	0.4909712313
337	0.823633678	0.4907161376
338	0.823633678	0.4904602734
339	0.823929099	0.489607722
340	0.8242245199	0.4893797413
341	0.8245199409	0.4891236673
342	0.823929099	0.4885133953
343	0.823338257	0.4883284695
344	0.8242245199	0.4880321512
345	0.823338257	0.4877893437
346	0.823633678	0.4874225103
347	0.823633678	0.487253927
348	0.823633678	0.4870135007
349	0.823042836	0.4866635268
350	0.823633678	0.4863165479
351	0.823929099	0.4860381307
352	0.823929099	0.4858244044
353	0.8245199409	0.4855746043
354	0.8248153619	0.485258603
355	0.8245199409	0.4850896824
356	0.8245199409	0.48432987
357	0.8245199409	0.4842011766
358	0.8248153619	0.4839985837
359	0.8251107829	0.4837619566
360	0.8251107829	0.4836285599
361	0.8251107829	0.483270127
362	0.8254062038	0.4830942826
363	0.8251107829	0.4827786568
364	0.8254062038	0.4824057955
365	0.8254062038	0.4822080615
366	0.8257016248	0.4819948482
367	0.8257016248	0.4818036526
368	0.8268833087	0.4815006528
369	0.8268833087	0.4813177042
370	0.8268833087	0.4811393449
371	0.8268833087	0.4809350776
372	0.8268833087	0.480529771
373	0.8268833087	0.4803536354
374	0.8268833087	0.4801685791
375	0.8271787297	0.4798804876
376	0.8274741507	0.4796744843
377	0.8274741507	0.479297133
378	0.8277695716	0.4789855554
379	0.8280649926	0.4785794655
380	0.8277695716	0.4784101197
381	0.8280649926	0.4782221714
382	0.8280649926	0.4779498557
383	0.8280649926	0.4777186857
384	0.8280649926	0.4773688038
385	0.8277695716	0.4771220433
386	0.8277695716	0.4769334236
387	0.8277695716	0.4767265704
388	0.8280649926	0.4764181032
389	0.8283604136	0.4762305069
390	0.8283604136	0.4760971311
391	0.8277695716	0.4754970809
392	0.8277695716	0.4752670877
393	0.8277695716	0.4750376324
394	0.8280649926	0.4749368702
395	0.8280649926	0.4743960437
396	0.8283604136	0.4743029391
397	0.8286558346	0.4741437964
398	0.8286558346	0.4739680115
399	0.8295420975	0.4736710262
400	0.8295420975	0.473335183
401	0.8298375185	0.4731759087
402	0.8301329394	0.4728061713
403	0.8307237814	0.4725420458
404	0.8304283604	0.4723432962
405	0.8304283604	0.4720982697
406	0.8307237814	0.4719034873
407	0.8304283604	0.471595436
408	0.8307237814	0.4713920727
409	0.8316100443	0.4711713098
410	0.8316100443	0.4709365342
411	0.8319054653	0.4707208189
412	0.8319054653	0.4705578102
413	0.8322008863	0.4702201224
414	0.8322008863	0.4699460185
415	0.8324963072	0.4696127844
416	0.8333825702	0.4690423429
417	0.8333825702	0.4688497934
418	0.8333825702	0.4686549402
419	0.8342688331	0.4682201879
420	0.8336779911	0.4680173764
421	0.8336779911	0.467691064
422	0.8339734121	0.4675244896
423	0.8336779911	0.4673780628
424	0.8339734121	0.4671199762
425	0.8336779911	0.4668264541
426	0.8336779911	0.4662950096
427	0.8345642541	0.4659231004
428	0.8342688331	0.4657006997
429	0.8336779911	0.46526771
430	0.8339734121	0.4650573958
431	0.834859675	0.4648344497
432	0.834859675	0.4646335963
433	0.835155096	0.4643496734
434	0.835745938	0.4638853804
435	0.835450517	0.4637806245
436	0.835745938	0.4635972072
437	0.8360413589	0.4634181071
438	0.8360413589	0.4632074774
439	0.8360413589	0.4630723647
440	0.8363367799	0.4629135381
441	0.835155096	0.4626207961
442	0.8360413589	0.4623936609
443	0.8360413589	0.4622124117
444	0.8360413589	0.4620676495
445	0.8375184638	0.4613611756
446	0.8378138848	0.4610523402
447	0.8375184638	0.4607986867
448	0.8378138848	0.4606372731
449	0.8381093058	0.4602091985
450	0.8381093058	0.4597597066
451	0.8384047267	0.4594769494
452	0.8387001477	0.4593313025
453	0.8387001477	0.4592109569
454	0.8392909897	0.4588598416
455	0.8392909897	0.4587565505
456	0.8392909897	0.4585786055
457	0.8392909897	0.4584210137
458	0.8392909897	0.4581842553
459	0.8389955687	0.4580467477
460	0.8389955687	0.4578717498
461	0.8389955687	0.4576320381
462	0.8389955687	0.4574392182
463	0.8389955687	0.4573189806
464	0.8401772526	0.4566360519
465	0.8404726736	0.456443586
466	0.8404726736	0.4563053949
467	0.8407680945	0.4555702744
468	0.8407680945	0.4553601262
469	0.8410635155	0.4552465223
470	0.8404726736	0.4551056937
471	0.8407680945	0.4546653101
472	0.8404726736	0.4544977285
473	0.8407680945	0.4543164261
474	0.8407680945	0.4541359475
475	0.8407680945	0.453908831
476	0.8410635155	0.4537249663
477	0.8410635155	0.4535811495
478	0.8410635155	0.4532397766
479	0.8407680945	0.4530135913
480	0.8410635155	0.4528841581
481	0.8407680945	0.4526895107
482	0.8401772526	0.4524944358
483	0.8407680945	0.4522747337
484	0.8407680945	0.4521278949
485	0.8407680945	0.4518679823
486	0.8416543575	0.4514804211
487	0.8425406204	0.4512621378
488	0.8422451994	0.4510692689
489	0.8416543575	0.450915935
490	0.8416543575	0.4508016922
491	0.8419497784	0.4506467958
492	0.8416543575	0.4503956597
493	0.8416543575	0.4502657922
494	0.8416543575	0.4500595673
495	0.8416543575	0.4499286363
496	0.8419497784	0.4497999827
497	0.8419497784	0.449700558
498	0.8422451994	0.449470973
499	0.8422451994	0.4493440046
500	0.8422451994	0.449205628
501	0.8416543575	0.4489771223
502	0.8413589365	0.4487465923
503	0.8413589365	0.4482972791
504	0.8413589365	0.4479099565
505	0.8419497784	0.4477358876
506	0.8413589365	0.4476209834
507	0.8413589365	0.4474672122
508	0.8413589365	0.4472793568
509	0.8419497784	0.4470585711
510	0.8419497784	0.4468671681
511	0.8428360414	0.4466606323
512	0.8431314623	0.4463438227
513	0.8434268833	0.4461234697
514	0.8434268833	0.4459756333
515	0.8437223043	0.4456560586
516	0.8437223043	0.4455247094
517	0.8443131462	0.4453376741
518	0.8443131462	0.4451988562
519	0.8446085672	0.4450239898
520	0.8449039882	0.4448476633
521	0.8451994092	0.4446426333
522	0.8457902511	0.4444122808
523	0.8460856721	0.44419817
524	0.8460856721	0.4440684739
525	0.8460856721	0.4439716727
526	0.8457902511	0.4437140064
527	0.8460856721	0.4435289824
528	0.8463810931	0.4431441038
529	0.8463810931	0.4429831506
530	0.8463810931	0.4425690817
531	0.8460856721	0.4424051451
532	0.8460856721	0.442303101
533	0.8460856721	0.4421854805
534	0.846676514	0.4420546086
535	0.847267356	0.4418393767
536	0.847267356	0.4416432037
537	0.847267356	0.4415265857
538	0.847267356	0.4414330981
539	0.847267356	0.4413164043
540	0.847267356	0.4410512291
541	0.847562777	0.4408563457
542	0.8478581979	0.4407168294
543	0.8478581979	0.4405655984
544	0.8478581979	0.440113556
545	0.8478581979	0.4399023891
546	0.847562777	0.4396461883
547	0.847562777	0.4395679889
548	0.847562777	0.4392636897
549	0.8484490399	0.4390835736
550	0.8484490399	0.4389319693
551	0.8481536189	0.4387692245
552	0.8484490399	0.4386252585
553	0.8484490399	0.4384614565
554	0.8484490399	0.4381644358
555	0.8481536189	0.4379155232
556	0.8484490399	0.4377512389
557	0.8484490399	0.437658761
558	0.8481536189	0.4374247292
559	0.8487444609	0.4371892375
560	0.8487444609	0.4370878669
561	0.8484490399	0.4367795859
562	0.8487444609	0.4366749976
563	0.8484490399	0.4363738682
564	0.8487444609	0.4362570694
565	0.8487444609	0.4361642147
566	0.8481536189	0.4359372544
567	0.8487444609	0.43562737
568	0.8487444609	0.4355261502
569	0.8487444609	0.4354026759
570	0.8490398818	0.4352619305
571	0.8493353028	0.4346612037
572	0.8502215657	0.4343351377
573	0.8499261448	0.434115072
574	0.8499261448	0.4340083096
575	0.8499261448	0.4337530445
576	0.8496307238	0.4334606024
577	0.8499261448	0.4333427041
578	0.8490398818	0.4326782918
579	0.8487444609	0.4325168311
580	0.8484490399	0.4323460667
581	0.8490398818	0.4320031786
582	0.8499261448	0.4318922096
583	0.8511078287	0.4313717906
584	0.8514032496	0.4311427747
585	0.8516986706	0.430883191
586	0.8522895126	0.4306330854
587	0.8522895126	0.4304030872
588	0.8519940916	0.430254803
589	0.8519940916	0.430119473
590	0.8537666174	0.4297317505
591	0.8531757755	0.4293385876
592	0.8531757755	0.4292244165
593	0.8534711965	0.4289813227
594	0.8534711965	0.4288227197
595	0.8534711965	0.4286975086
596	0.8531757755	0.4285565026
597	0.8534711965	0.4284548726
598	0.8534711965	0.428253146
599	0.8534711965	0.4281486251
600	0.8525849335	0.4278831917
601	0.8525849335	0.4277054231
602	0.8525849335	0.427589106
603	0.8514032496	0.4271787299
604	0.8514032496	0.4270404115
605	0.8514032496	0.4268471043
606	0.8514032496	0.4267690413
607	0.8516986706	0.426542978
608	0.8519940916	0.4263080569
609	0.8522895126	0.4261434748
610	0.8516986706	0.425976578
611	0.8516986706	0.4258683354
612	0.8516986706	0.425571677
613	0.8519940916	0.4253346356
614	0.8519940916	0.425185319
615	0.8522895126	0.425057909
616	0.8525849335	0.4249109364
617	0.8525849335	0.4248004821
618	0.8525849335	0.4247104764
619	0.8525849335	0.4246009766
620	0.8528803545	0.4245031041
621	0.8525849335	0.424358318
622	0.8531757755	0.4242686907
623	0.8525849335	0.4241586842
624	0.8528803545	0.4239963578
625	0.8522895126	0.4237745141
626	0.8525849335	0.4236490177
627	0.8528803545	0.4235004297
628	0.8528803545	0.4234164372
629	0.8531757755	0.4231740592
630	0.8534711965	0.4228818239
631	0.8534711965	0.4227217347
632	0.8531757755	0.4226100792
633	0.8534711965	0.4223492958
634	0.8540620384	0.4220278577
635	0.8543574594	0.4219099313
636	0.8543574594	0.4217599898
637	0.8546528804	0.4214337069
638	0.8549483013	0.4213142894
639	0.8552437223	0.4212222375
640	0.8555391433	0.4210915028
641	0.8552437223	0.4208987714
642	0.8552437223	0.4207537828
643	0.8555391433	0.4206045643
644	0.8555391433	0.4204859121
645	0.8558345643	0.4203333066
646	0.8564254062	0.4201986797
647	0.8564254062	0.4199604669
648	0.8564254062	0.4198431014
649	0.8564254062	0.4196938191
650	0.8573116691	0.4194909377
651	0.8570162482	0.4193218104
652	0.8570162482	0.4187627795
653	0.8570162482	0.4185341813
654	0.8570162482	0.4182365855
655	0.8570162482	0.4180724486
656	0.8570162482	0.4179987358
657	0.8570162482	0.4179032186
658	0.8570162482	0.4177719448
659	0.8573116691	0.4175779322
660	0.8576070901	0.4173057877
661	0.8573116691	0.4171323612
662	0.8573116691	0.4170010177
663	0.8576070901	0.4167649729
664	0.8576070901	0.416557377
665	0.8581979321	0.4164381526
666	0.8579025111	0.4162503669
667	0.8576070901	0.4161134572
668	0.8579025111	0.4159639551
669	0.8576070901	0.4157474133
670	0.8576070901	0.4155488449
671	0.8576070901	0.4154457685
672	0.8576070901	0.4152979805
673	0.8579025111	0.4150391985
674	0.8579025111	0.4148906819
675	0.8581979321	0.414775918
676	0.858788774	0.4145859971
677	0.859084195	0.4144780109
678	0.859379616	0.4143445477
679	0.859379616	0.414227277
680	0.859379616	0.4141431623
681	0.8596750369	0.4139631366
682	0.8596750369	0.413865213
683	0.8596750369	0.4137840393
684	0.8599704579	0.4132923579
685	0.8605612999	0.4131129273
686	0.8605612999	0.4129786
687	0.8608567208	0.4128856387
688	0.8602658789	0.4125714703
689	0.8602658789	0.4124406679
690	0.8602658789	0.4123020926
691	0.8602658789	0.4122066604
692	0.8602658789	0.4121346763
693	0.8605612999	0.4119472075
694	0.8605612999	0.4116581788
695	0.8605612999	0.4115484121
696	0.8608567208	0.4112940405
697	0.8608567208	0.4112031729
698	0.8608567208	0.4111231143
699	0.8608567208	0.4110380843
700	0.8608567208	0.410936801
701	0.8611521418	0.4107528472
702	0.8608567208	0.4103117355
703	0.8605612999	0.4101330797
704	0.8605612999	0.4099296298
705	0.8605612999	0.409820079
706	0.8608567208	0.4096223123
707	0.8614475628	0.4094646461
708	0.8611521418	0.4093696299
709	0.8614475628	0.4092200598
710	0.8617429838	0.4089609288
711	0.8617429838	0.4088603351
712	0.8620384047	0.4086575937
713	0.8623338257	0.4085345837
714	0.8626292467	0.408380248
715	0.8632200886	0.4082419445
716	0.8638109306	0.4080936549
717	0.8629246677	0.4078260753
718	0.8623338257	0.4075731874
719	0.8623338257	0.4074492938
720	0.8626292467	0.4068305527
721	0.8635155096	0.406533711
722	0.8632200886	0.4062572128
723	0.8629246677	0.4061119584
724	0.8629246677	0.4059754275
725	0.8629246677	0.4058857632
726	0.8635155096	0.4056886363
727	0.8635155096	0.4055426343
728	0.8635155096	0.4054779875
729	0.8632200886	0.4053888603
730	0.8632200886	0.4053079728
731	0.8635155096	0.4051342923
732	0.8635155096	0.4050367307
733	0.8635155096	0.4047414009
734	0.8635155096	0.4046304771
735	0.8638109306	0.4044949519
736	0.8638109306	0.4043123678
737	0.8644017725	0.404074752
738	0.8644017725	0.4039140417
739	0.8644017725	0.4036790532
740	0.8649926145	0.4034637245
741	0.8649926145	0.4033113826
742	0.8649926145	0.4030711676
743	0.8649926145	0.4029645433
744	0.8652880355	0.4027076657
745	0.8652880355	0.4024448693
746	0.8655834564	0.4021341198
747	0.8649926145	0.401924314
748	0.8649926145	0.4016714302
749	0.8652880355	0.4015828597
750	0.8652880355	0.4014492998
751	0.8655834564	0.4013542866
752	0.8655834564	0.4012541118
753	0.8649926145	0.4006700448
754	0.8649926145	0.400457322
755	0.8652880355	0.3998741204
756	0.8652880355	0.399781624
757	0.8658788774	0.3996752651
758	0.8658788774	0.3995660897
759	0.8658788774	0.399274999
760	0.8658788774	0.3991715857
761	0.8658788774	0.3990213298
762	0.8655834564	0.3986155234
763	0.8655834564	0.3983327298
764	0.8655834564	0.3982536423
765	0.8655834564	0.3981362178
766	0.8655834564	0.3979364873
767	0.8658788774	0.3977215509
768	0.8664697194	0.3975682994
769	0.8664697194	0.3969762694
770	0.8670605613	0.3966874531
771	0.8670605613	0.3965628772
772	0.8667651403	0.396330613
773	0.8667651403	0.3962509464
774	0.8667651403	0.3961578852
775	0.8667651403	0.3960876774
776	0.8670605613	0.3959512278
777	0.8670605613	0.3956923178
778	0.8670605613	0.3955733015
779	0.8670605613	0.3954621527
780	0.8670605613	0.3951866884
781	0.8667651403	0.3949234841
782	0.8670605613	0.3947709376
783	0.8670605613	0.3946507777
784	0.8676514032	0.3945647695
785	0.8679468242	0.394374448
786	0.8685376662	0.3942499244
787	0.8682422452	0.394171025
788	0.8682422452	0.3940974752
789	0.8682422452	0.3939949652
790	0.8682422452	0.3938700607
791	0.8682422452	0.393798011
792	0.8682422452	0.3936453968
793	0.8688330871	0.3934228249
794	0.8679468242	0.3931295479
795	0.8679468242	0.3929761956
796	0.8682422452	0.3928449011
797	0.8676514032	0.3924780797
798	0.8679468242	0.3923907063
799	0.8682422452	0.3922901513
800	0.8673559823	0.3921870493
801	0.8673559823	0.3921226091
802	0.8682422452	0.3918927151
803	0.8688330871	0.3917388891
804	0.8688330871	0.3916247448
805	0.8691285081	0.3914974437
806	0.8688330871	0.391417268
807	0.870014771	0.3910213031
808	0.870014771	0.3909055723
809	0.870014771	0.3907720933
810	0.870310192	0.3906036255
811	0.870014771	0.3904613311
812	0.870014771	0.3902849831
813	0.870605613	0.3901160849
814	0.870901034	0.3899520861
815	0.8697193501	0.3896517241
816	0.8697193501	0.3894955918
817	0.870014771	0.3892311929
818	0.870014771	0.3891500539
819	0.870310192	0.3890628798
820	0.870605613	0.3889661984
821	0.870605613	0.3888352632
822	0.870310192	0.3887411521
823	0.870310192	0.3886260308
824	0.870310192	0.3885641885
825	0.870310192	0.3884735446
826	0.870310192	0.3884056097
827	0.870605613	0.38821475
828	0.870901034	0.3881363616
829	0.870901034	0.3880515548
830	0.870901034	0.3879593746
831	0.870901034	0.3878491057
832	0.870605613	0.3876895727
833	0.870605613	0.3876041579
834	0.870605613	0.3874791322
835	0.870014771	0.3871992487
836	0.870014771	0.3871005786
837	0.8697193501	0.386888213
838	0.870014771	0.3867059714
839	0.870014771	0.3865954824
840	0.870014771	0.3865154865
841	0.870605613	0.3864238613
842	0.870605613	0.3863659778
843	0.870901034	0.3862263901
844	0.870901034	0.3861502079
845	0.870901034	0.3859789624
846	0.870901034	0.3858310838
847	0.870901034	0.38565159
848	0.8711964549	0.3855539425
849	0.8714918759	0.3854633458
850	0.8714918759	0.3853585201
851	0.8717872969	0.3852476842
852	0.8723781388	0.3851333245
853	0.8729689808	0.3849972464
854	0.8732644018	0.3846838167
855	0.8732644018	0.3845844392
856	0.8732644018	0.3844364421
857	0.8729689808	0.3843476067
858	0.8732644018	0.3842465015
859	0.8732644018	0.3841696116
860	0.8732644018	0.3840968555
861	0.8729689808	0.3839197119
862	0.8732644018	0.3838211658
863	0.8735598227	0.3836136878
864	0.8735598227	0.3833196427
865	0.8738552437	0.3832381481
866	0.8732644018	0.3829461923
867	0.8738552437	0.3827435884
868	0.8735598227	0.3826076075
869	0.8735598227	0.3825372118
870	0.8738552437	0.3824412916
871	0.8738552437	0.3823447882
872	0.8738552437	0.3821809194
873	0.8744460857	0.3820630648
874	0.8744460857	0.3819866871
875	0.8747415066	0.3818952605
876	0.8747415066	0.3818198904
877	0.8747415066	0.3817262983
878	0.8747415066	0.3816105275
879	0.8747415066	0.3814361325
880	0.8747415066	0.3811378864
881	0.8747415066	0.3810273754
882	0.8744460857	0.3809356909
883	0.8765140325	0.3806150029
884	0.8762186115	0.380463314
